wallet,num_deposits,total_deposit_usd,num_borrows,total_borrow_usd,num_repays,total_repay_usd,repay_to_borrow_ratio,num_liquidations,num_redeems,total_redeem_usd,avg_txn_interval_days,active_days,asset_diversity,total_tx_count,cluster,credit_score
0x0000ce08fa224696a819877070bf378e8b131acf,3,1.967476047132329e+18,1,1.257932658028036e+21,0,0.0,0.0,0,10,1.492514578981658e+21,5.829225427350427,8,4,14,1,400
0x00010a708585ba4812a1c5976182626c75cb7a6b,9,1.1435291181817161e+21,6,3.0268740162206374e+20,7,3.0236267435993026e+20,0.9989271860659106,0,7,2.159702780640753e+19,2.8398524305555557,11,6,29,0,200
0x00016fc0c9f7620e920e1423fd455f9574f48025,2,3.1457592760046474e+18,0,0.0,0,0.0,0.0,0,0,0.0,1.6416782407407406,2,1,2,1,400
0x0002761e848b24046a53d494847b11a3e1d36b09,1,1.0022621744374797e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00027e45436f11ec8549b7d5e0b86748ee61c13d,2,1011250.6095471126,0,0.0,0,0.0,0.0,0,0,0.0,7.143796296296296,2,1,2,1,400
0x0003816b25fd3d6c112eb65c089760fa3f791947,1,7.122699059900504e+21,1,2.946593000000001e+21,1,2.946950500000006e+21,1.0001213265625775,0,1,7.118472277000015e+21,0.0005709876543209877,1,2,4,0,200
0x0003bbb966655dc0fbbb380797b07fc547e9ddc5,12,3.3171007704367743e+19,5,917402818.3810866,0,0.0,0.0,0,20,5.1870951665490854e+20,2.8012098122427984,20,6,37,0,200
0x0003d4fb942d0cad7fa1b658ad6d46ef6c15f11b,1,1049493536.649711,0,0.0,0,0.0,0.0,0,1,1049493771.5306416,0.0009722222222222222,1,1,2,1,400
0x0003f46779806fe779e7f30eec95dbdb4d45840b,8,2186046136.065428,6,2095927039.250547,5,1474267220.1061497,0.7033962502021598,0,5,1399922022.7566319,3.6020174114331724,6,2,24,0,200
0x0004849537dab5c33fc8c494d05313dfbe2d99f3,2,994062140.2142456,3,505675140.21996343,1,543485405.5313201,1.074771849165671,0,4,1335642853.2248507,9.114245113168725,6,2,10,0,200
0x0004a89403e17f544bfbd25ecb1a7d9215a1d61b,1,2.741759361949003e+21,1,518312732.4254524,0,0.0,0.0,0,0,0.0,0.0024189814814814816,1,2,2,1,400
0x0004d4112ee696dabc22b221bef156ecdaeb1a59,2,3.5395717480350118e+19,1,2.2653259187424076e+19,1,2.2653259187424076e+19,1.0,0,2,3.5395703322063127e+19,0.0008703703703703704,1,1,6,0,200
0x0005696d4be2359526c497fe4a4c0620b41f2426,1,7.356873206985615e+20,1,593761137.6147482,1,592953002.1211905,0.9986389552256584,0,4,8.498608343363275e+20,0.10716435185185186,2,4,7,0,200
0x000660cad76200a2e326f53e033919905e6c50f5,1,1064852.57555633,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00069a4bf1b2a8d5eded8e91347dbaa70796ff54,1,1.1536765310394422e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00080000158a9930aeb508823103b0a977161c47,2,2.617513598912143e+18,0,0.0,0,0.0,0.0,0,0,0.0,9.988402777777777,2,1,2,1,400
0x00099b1263c22ae2ce0a52624cef2a012e751970,2,1.0581473433072288e+18,0,0.0,0,0.0,0.0,0,0,0.0,7.811921296296297,2,1,2,1,400
0x0009ce45d5df78e632a0b4987079432dfba2253a,1,3.2446847156000052e+16,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x000a27ba176083e4b50177378cbe7469a00dd557,4,277884997.2393591,2,160386310.03803742,2,160225817.57470167,0.9989993381399093,0,4,276874386.0723702,3.016917087542087,4,2,12,0,200
0x000a3d1bef684a7c029267a26068de56b1c1b4dc,18,1.932663909054446e+22,8,7.3564641652974084e+19,5,13381494379.508398,1.819011698939936e-10,0,12,3.2743904255659926e+22,0.6169849537037037,10,5,43,0,200
0x000ab43e658935ba39504a1424b01756c1e9644c,1,1.1365237938343968e+17,1,1.1365237938343968e+16,0,0.0,0.0,0,0,0.0,0.0005092592592592592,1,1,2,1,400
0x000bc61d0a2dfee19346ad4d1fce2fa3c099e0cb,49,2.7351154447846054e+20,0,0.0,0,0.0,0.0,0,28,3.479684742671587e+20,1.6219517543859647,35,8,77,0,200
0x000c8e2871750f458bf1de8ab528dda09bc95db6,1,5.480588573862458e+21,1,2.366767191230522e+21,1,2.366767191230522e+21,1.0,0,1,5.480588573862458e+21,0.0002314814814814815,1,2,4,0,200
0x000cdb5d7a2cda2947603f2993f05db57e3197dc,20,1.876106304033217e+20,20,963876514.679313,17,933097790.0335208,0.9680677719842231,0,14,1.74357430362055e+20,0.9449138558201058,32,4,71,0,200
0x000cef8f0ab0a2fadbecaeb92e8781ab3e04b01e,4,2.821056376025053e+20,1,40102676.334020846,1,40314333.39845018,1.0052778787796208,0,0,0.0,6.132851851851852,3,2,6,0,200
0x000d0ccd6b0e27ce38018b1304ef4f2cd345b636,1,1218108806215370.8,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x000dd5baf04ffe492508f5f45ac3d9374b193f57,1,1.3920558505203293e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x000deb0c92e6d3da7f77ed01b8473b3f7f4efc39,1,7.604061861653314e+20,3,886724479.0708098,2,503650156.4107848,0.5679894581669325,0,2,502231316.99702215,11.510142195767195,4,3,8,0,200
0x000df66a4ac5991f672ae2db1e8fc38f1e7d46d9,6,7.053997334319023e+21,0,0.0,0,0.0,0.0,0,2,3.3554134762621045e+21,2.902597552910053,7,2,8,1,400
0x000e840a3122ec28d0c29321db172375cb049762,5,7.00190083689281e+20,2,216825703.6891647,2,217391397.3215126,1.0026089786530055,0,1,267248213.6741055,2.921792695473251,5,2,10,0,200
0x000e9bd1d42999446d60ff60f1fb3afb13604202,8,6.665412381021296e+19,6,34630956.15590086,4,35378008.01727156,1.021571794264289,0,4,4.090920922589925e+19,0.09397486772486772,3,3,22,0,200
0x000eab293e332bd6e67018a9150e8807bfac3233,1,1.097254760600487e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x000f3b3cba440b4bd611d2ac4b6271400fb1e4e1,1,1.0237738923188868e+20,0,0.0,0,0.0,0.0,0,1,8.248886148682798e+19,15.675266203703703,2,2,2,1,400
0x000f4432a40560bbff1b581a8b7aded8dab80026,7,3.1488764002887654e+22,6,17603979119.70302,3,17566377247.4764,0.997864012904643,0,9,3.538938864516284e+22,0.7560127314814815,6,4,25,0,200
0x000f7f22bfc28d940d4b68e13213ab17cf107790,26,4.094270498824155e+25,19,3.443628028011006e+25,13,3.4334725650694293e+25,0.9970509407929746,0,15,4.077799057890072e+25,0.03926392103909465,3,5,73,2,600
0x000f908720f9ce164d90f4fc89459fab4442907f,32,1.533514206332144e+21,30,7.964431003956309e+20,17,7.927758701469055e+20,0.9953954899641874,0,17,1.5300300187535226e+21,0.014249634502923977,2,2,96,0,200
0x000fbfec300959d0f2f327728a889c1f5de8e2df,3,5.914282535689781e+20,1,1.4001063060029029e+20,1,1.3970001148776587e+20,0.9977814605134435,0,3,3.5014550700363304e+20,1.1479282407407407,4,2,8,0,200
0x0011730224657eb527cf736039854c3a3f140e63,1,1.5073242050250017e+21,1,7.380253561825902e+20,1,7.380253561825902e+20,1.0,0,1,1.520678661300002e+21,0.0005324074074074074,1,2,4,0,200
0x00120ea6fdbaf057eadc1bd149f957488444e92c,2,2.6112589171173402e+20,1,2602967.788219515,1,2616377.4015531503,1.0051516631878137,0,0,0.0,0.018194444444444444,1,2,4,0,200
0x0012668072f7e0579caf7e047713d8b6d476d0db,2,2.2961814875215222e+18,0,0.0,0,0.0,0.0,0,0,0.0,2.7753703703703705,2,1,2,1,400
0x00129c4ce6be31b273de64c65ff3fcdd4706a002,101,1.838633810321085e+22,24,4.965173744632387e+21,93,9.351319572950626e+20,0.18833821440911092,2,11,3.8149813393370545e+21,0.2695779488727858,31,7,231,3,800
0x0012a7f00af8a643ba5a6aa187f915b4c13289df,0,0.0,0,0.0,0,0.0,0.0,0,1,9.901298877476563e+18,0.0,1,1,1,1,400
0x00130437654e7e86cbbeeaf34f4771df6a1fb45c,1,2.0424043145808832e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00133f29e7d424f4e5773532b3fc35d020e9c54e,2,2435337.781859825,0,0.0,0,0.0,0.0,0,0,0.0,6.0942592592592595,2,1,2,1,400
0x0014dfac19477a83d7354e6eaac28642c1959398,10,8.672151626282625e+22,6,18149001627.910835,9,18188824774.686096,1.0021942334675875,0,11,8.28358750569956e+22,0.862645171957672,12,3,36,0,200
0x001589fe1923c2118f34e4277f2ef650fcbf0161,19,3.758467113608676e+21,2,1.419946916528213e+21,0,0.0,0.0,0,9,2.1762171066894005e+21,4.5784442848020435,18,5,30,0,200
0x00159370cbe576b765a7fb2e78582e0cb563d445,10,2.4510907774069794e+21,7,2.3487368202867216e+21,0,0.0,0.0,0,2,1.090721667688074e+21,1.157153420781893,9,5,19,1,400
0x0015b3f0266cd7b1f4105cf8180d37e7bd0ccead,1,14143677.216766179,0,0.0,0,0.0,0.0,0,1,14130603.586076489,0.02034722222222222,1,1,2,1,400
0x0016469a65facda9e86fd0ae0e9661128843c224,1,2.066851083836642e+16,1,4676133673838557.0,0,0.0,0.0,0,0,0.0,0.0,1,1,2,1,400
0x0016dcd1d3c93067dce5bb30dc33258f36d33308,1,2.0245672002376752e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00183135585d70a523d61b2e43037a7138b36906,15,1.6622293870576693e+21,13,3.8497900537521604e+21,10,1.709073425633666e+21,0.44393938416665973,0,16,7.298883218616618e+20,1.0781492400419286,21,6,54,0,200
0x00184e8aa1e95f491f2d9601e12b540092160ded,1,1.0230571110800009e+20,1,2.498479710580002e+19,1,2.498479710580002e+19,1.0,0,1,1.0230571110800009e+20,0.0002777777777777778,1,2,4,0,200
0x0018583d7654803d2c59467e10dec5f70bbe1851,72,260583128623810.8,0,0.0,0,0.0,0.0,0,0,0.0,0.31260889410537296,11,3,72,1,400
0x001875a076b3cfe1c9535d76b0345c16e3d61118,2,2259609.8782034474,0,0.0,0,0.0,0.0,0,0,0.0,5.458935185185185,2,1,2,1,400
0x0018d044b946ede86b43bb3b964a45772a5abeb9,9,2.8720331146862185e+22,2,1121551.4727063226,2,1121345.368530205,0.9998162329762537,0,9,3.4550149630414836e+22,2.5377838403880073,8,3,22,0,200
0x0019971fb18fbfc9108d90eb2cdd4d5a0a897eee,0,0.0,1,79004124.43596895,2,158723292.12505054,2.0090507078993345,0,2,2.038323035119535e+20,3.553388310185185,2,3,5,0,200
0x0019bd9f6142943f3a03a8a62d0001a95213f555,1,1.2660839226404059e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x001b024b98ee862aa01eea595c4c16a0213d2611,1,9.012925262863052e+20,1,498740594.39622635,0,0.0,0.0,0,0,0.0,0.0014351851851851852,1,2,2,1,400
0x001bc3cfc3eed892dd6de07807333f2b05c5b4e9,10,4.6710787684152525e+19,6,234878214.29900873,7,235262231.00104672,1.001634960922979,0,9,332415506.10710144,0.7444989545997611,6,3,32,0,200
0x001bc97d92e1a30b02d4e75be25f06063555d556,12,1.1472342231228868e+23,10,54445837409.09295,9,54503631299.33802,1.0010614932746984,0,14,9.969631662068289e+22,0.21668586910774412,5,4,45,0,200
0x001be549fa377710b9e59d57bbdf593ce1e379ca,2,1.586084926828216e+18,0,0.0,0,0.0,0.0,0,0,0.0,20.678125,2,2,2,1,400
0x001c88d92d199c9eb936ed3d6758da7c48e4d08e,2,1.8124286535486912e+18,0,0.0,0,0.0,0.0,0,0,0.0,9.698611111111111,2,2,2,1,400
0x001d2a3192a49e28cac0a7abcaa916648c62b982,1,1.5659901853326884e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x001d4aa3f14b6e0019e5615e9c8eb50659061220,1,1133785.1305503868,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x001f96b7e19a54ae45f451b0148336504d03fdcf,1,566640822.6639781,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x001fbfc5e2b56d372d642f5f1b52b5cde4584779,5,1.1963032316799445e+21,0,0.0,0,0.0,0.0,0,1,3.2360395233508616e+20,13.651643518518519,5,2,6,1,400
0x00202f8f6bb6f100241ce0726922f2bd4c7196ee,1,23605.146373711013,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0020c5222a24e4a96b720c06b803fb8d34adc0af,0,0.0,0,0.0,0,0.0,0.0,0,1,2068000922847.3718,0.0,1,1,1,1,400
0x0021be1d33a577bf5ede730a6b5d5d9f878ba7e4,2,1.157956333789602e+18,0,0.0,0,0.0,0.0,0,0,0.0,6.116898148148148,2,2,2,1,400
0x00222d56e0509a5e9ab05c588c548290a5e9f876,1,1.10570237623672e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002379916ac42a432f3b53f16782d33267debb4c,1,1.1886507952922616e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0023aa0d5d1675d6ccbe0aff5d6afdd0bc61d2be,2,2259609.8782034474,0,0.0,0,0.0,0.0,0,0,0.0,5.45849537037037,2,1,2,1,400
0x0023d9ffe7d793895c5da5833d56c737832ead2b,2,15189578.905507386,0,0.0,0,0.0,0.0,0,0,0.0,0.0008564814814814815,1,1,2,1,400
0x0023e0f24acc95e838f76f81ab3d69e40b9b1933,1,5129981.410556754,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0023f4cbb5d47ef377af97fc5c7399b62e31e0ff,2,3.1033054982620954e+18,0,0.0,0,0.0,0.0,0,0,0.0,1.014375,2,1,2,1,400
0x0024461e7a8ce7157866eaa4c24b702d328250ce,0,0.0,0,0.0,0,0.0,0.0,0,1,1015376097.255415,0.0,1,1,1,1,400
0x0024511a019f836ddd88902bb516b4f0b3a2dcf9,1,2.6044090290244564e+16,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00246f7813397868b1beec56e1677efa47816dae,30,7.438978731874707e+24,9,5.816299443463209e+24,2,5.472177717614791e+24,0.9408349365101606,0,3,7.001681424629034e+24,0.48899574720068906,16,1,44,0,200
0x0025a856d01a898bd52286d56c52323b13937b65,1,1.422024974218183e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00261d225db379b3fc74cd0228d6f90582d39035,1,3.2239917783138004e+16,1,4713438272388597.0,0,0.0,0.0,0,0,0.0,0.0,1,1,2,1,400
0x00262ffcfda82b5582d1905ca05b849f196b0419,4,101419673.61600111,3,57242858.10787878,1,56953406.24693982,0.9949434414963442,0,2,101035881.65764046,0.41782407407407407,2,2,10,0,200
0x0026bc865efa2fb74d18c3be5a77c780756e50e6,1,1.6209142428199926e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002729e3173b9fc6abcf03eb2d754b0e2ae4edbd,1,1862989.298047552,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002761f50e9c9e98e4ca367ef215f3643eec9dd9,1,2.045908664031135e+17,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002775390698ef16589bb22bba37ae7906ae2f36,17,8.179004375676156e+19,7,6.852293627181608e+19,5,3.3863082668681677e+18,0.04941861004664766,0,1,11659678.779087674,0.698764367816092,9,5,30,0,200
0x0027c6cd01364a3c5d29f72269b36dfe85628193,1,1886450.9259060726,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0027f7335d610f15b325baa5798414548720fcaa,6,6.465885046937105e+20,2,1568676366.2421105,2,1571611093.3811846,1.0018708302121644,0,3,4252486168.474447,0.11267361111111111,3,2,13,0,200
0x00283b611db7844cb5677b311afd67c8e3078518,1,7201520.673920151,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00296e3cb10f1ddf6be160aa9722d7a288957b66,1,3.737532010034612e+16,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0029ab135b5be72168bf80f140d60a9264dbd0c5,2,2.123490954986433e+18,0,0.0,0,0.0,0.0,0,0,0.0,3.714583333333333,2,1,2,1,400
0x002a63fb3bb81ccc222e2d8192eb95a5767a2151,1,1105875.5718750977,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002aea16059a7d4bef638a03b61a9e80ef07e745,12,2.0859408839816873e+21,10,9.622995982105101e+20,5,583822851753.2285,6.066955164887359e-10,0,14,2.4488773802354834e+21,2.066500289351852,11,6,41,0,200
0x002bb13a55bf4525f02717708dd4534ecc475193,2,3141551.3028579415,0,0.0,0,0.0,0.0,0,0,0.0,0.000787037037037037,1,1,2,1,400
0x002c77a71d54e6da4b28690fe1676752a74a67eb,1,1159747.3478486582,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002cd2707daccbd5f3f192a565fca0a2cea021a6,2,3.5475873750512685e+17,1,2722530.9172016466,1,2722530.9172016466,1.0,0,1,5126801.487401541,4.506154513888889,2,2,5,0,200
0x002d2715b179d0db3e17cc28317a98f2f65e6884,98,1.717024681532357e+23,64,3.1579052641518703e+22,38,1.31216618894225e+22,0.4155179079745646,0,53,1.3314047129011632e+23,0.40431005658436214,60,8,253,3,800
0x002d59b6a7b3483c8c1ef38c90cbe7790aeaea50,1,1.0583110892772929e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002dcc4d0ad0bdce1c444ad0bb4d51ac7e61d62b,5,7.541229326265332e+21,5,4507462083.128548,16,1386103831.6551259,0.3075131428932745,0,3,1506869482.2364216,4.59805183531746,16,4,29,0,200
0x002de04d579930686698abab5f48bda0b24fb9fc,32,4.557611237307446e+22,13,43067646503.0053,15,43774100999.6205,1.0164033689782863,0,25,3.3021323203665113e+22,0.9563802083333334,14,7,85,0,200
0x002e5e69ae7c8999834ee24aeb5c26ad05433820,1,8.185806955103062e+21,1,2.49553326724266e+21,1,2.49553326724266e+21,1.0,0,1,8.185806955103062e+21,0.0005092592592592592,1,2,4,0,200
0x002e7ea05d6721a04cd36ab5e9f2c72338d7f7f3,1,15030517.322502183,0,0.0,0,0.0,0.0,0,5,8.534885004096754e+19,14.389548611111111,4,3,6,1,400
0x002eba74e10ff40a1bc1cfa2b9684f9e28f8dea7,1,12361.424916557984,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x002f93d5a1ca66a2a64b490bd0a0291c1a1c02b6,61,7.103870377338909e+21,26,1.4477163586772271e+20,12,2528028174.9432893,1.7462178691226083e-11,0,9,1.9388854091783476e+21,0.9831401436483213,34,6,108,0,200
0x0030040e8d836ac3e546c354f9b373e70a14deeb,0,0.0,0,0.0,0,0.0,0.0,0,2,44888713840.39049,0.0028472222222222223,1,2,2,1,400
0x00301da1d3b20fd6b8451a791a8b1a5e20599fb8,35,1.6297731895335118e+22,23,4.916033571209256e+21,0,0.0,0.0,0,0,0.0,0.7135920240415855,25,6,58,0,200
0x00305f0dc87d6bf12ac07e37ac0d2336d5906b93,1,1.815047297099417e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x003064605a8677d5b2e8def620ac67d8f1f1b5ed,1,196715978.06694213,0,0.0,0,0.0,0.0,0,2,197001982.84009698,16.65509259259259,3,1,3,1,400
0x003094a91a3b5523bc601b221f80183bd347e9ae,2,2259609.8782034474,0,0.0,0,0.0,0.0,0,0,0.0,5.458726851851852,2,1,2,1,400
0x0030a2c2268c9faafeae8ea22802db8b3c87f82c,1,4.768792449483425e+16,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0030d58fd7c5af92c6e9bbf4d06255b6a9d1490a,37,9.476929623780602e+22,11,5.475406080928502e+22,11,5.3839649511519e+22,0.9832996624496761,0,8,9.42662535656914e+22,1.1082281144781145,31,6,67,0,200
0x0030de8f624d2b2513c6dbbff788bb109b80304d,1,1.0031586054611734e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0030e3b40e23f92bd064457fd1fb848482a0bde5,2,9008727638327.205,0,0.0,0,0.0,0.0,0,0,0.0,0.0007638888888888889,1,2,2,1,400
0x0030ee334630838ea4dee0b4b6ecbc973529031f,8,3.9994172605806134e+21,7,7.651818637582537e+20,1,1816914794.12184,2.374487530582486e-12,0,0,0.0,4.936096450617284,7,3,16,1,400
0x0031fc2cc920357b9767ab93200c5bf69c43e8e7,1,1.0519093751900908e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x00326e37cef76788f6b0cf643c94481d60bd3d58,2,2.655482113639552e+19,0,0.0,0,0.0,0.0,0,0,0.0,0.13056712962962963,1,2,2,1,400
0x00329e92ed6fd0a0ef76da9c476d51faeb6b26a0,179,3.1917765744208833e+24,154,5.323129221099342e+24,148,1.0555085071823901e+24,0.19828722229749002,0,42,5.5282333842102676e+23,0.1988227481552434,98,7,523,3,800
0x003325d3054cd7668fb16f19ea11bae6d02a474c,0,0.0,0,0.0,0,0.0,0.0,0,5,2015703479007.5947,1.6862847222222221,4,2,5,1,400
0x0034baeeb160a5f1032b6d124d3e87cc94d74e62,59,6.056302461641715e+25,45,3.505957665262691e+25,21,3.5021753381240433e+25,0.9989211714744525,0,37,6.0580513637374665e+25,0.15238943524269613,12,2,162,2,600
0x0034d2a08772822866b08d2c585e5c8e25723760,1,6.487740221834815e+20,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0034daf2e65f6ef82bc6f893dbbfd7c232a0e59c,0,0.0,0,0.0,0,0.0,0.0,0,5,1.4421785198227436e+23,7.707870370370371,3,3,5,1,400
0x0035e2e614e53a5ebf5a518dede926a7fcec4f91,14,2.5632930132870976e+21,8,5.588776187173474e+20,2,914966393.6533417,1.6371498213745545e-12,0,2,1725303417.9860115,0.8362657407407408,8,3,26,1,400
0x0036472d3ca5e7ab22477d62682b2a3d9436d328,1,1.023869648132951e+19,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0036534c48a754163f0f446601f36bcfda840f57,7,2.7364465453621167e+21,8,1.617277524054381e+20,7,1.492716038169644e+20,0.9229807599301375,0,5,1.412394430155513e+21,0.4953668091168091,5,5,27,0,200
0x00368bb9dba2ee83f3553feae59710b9c3743e09,9,2.664374365870701e+21,1,7.885672363468941e+20,0,0.0,0.0,0,1,200825258.2175331,3.7847407407407405,6,4,11,1,400
0x0036a2f1f6136bb9d7992f7def692126a279e702,1,1.0147174318145307e+18,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0036a3f98bc84afb07fe42421f5a14cfe3c33219,9,3.252077668192559e+21,14,2.412894443761522e+21,14,1.4065984034508592e+21,0.5829506579069731,0,6,8.077888956417147e+20,1.3386725639329806,9,5,43,0,200
0x0036bc671c03460dec7d0ab24f45df0cf33d042b,4,1.4056226989069915e+21,2,4.285623402084705e+20,2,4.471366949851244e+20,1.043341080244285,0,4,1.4526371202600274e+21,6.3712836700336695,3,3,12,0,200
0x0037643e4ec2b622270676e9e7aa163b261cfb79,1,1838240.365231003,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,1,1,1,400
0x0037aca1c1c45787a95c11dfaabed6308dc2ff80,3,49782897057.335106,0,0.0,0,0.0,0.0,0,6,49619704539.648254,6.2245457175925925,8,1,9,1,400
